ESTU_GENERO,ESTU_DEPTO_RESIDE,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_TIENEINTERNET,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,ESTU_HORASSEMANATRABAJA,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,COLE_JORNADA,COLE_GENERO,COLE_NATURALEZA,COLE_CARACTER,COLE_AREA_UBICACION,PUNT_MATEMATICAS,PUNT_INGLES,PUNT_C_NATURALES,PUNT_LECTURA_CRITICA,PUNT_SOCIALES_CIUDADANAS,PUNT_GLOBAL
M,MAGDALENA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,7 a 8,Si,Si,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,58.0,62.0,58.0,68.0,58.0,303.0
F,MAGDALENA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,9 o más,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,65.0,68.0,66.0,69.0,68.0,335.0
F,VALLE,Educación profesional incompleta,Educación profesional incompleta,Estrato 2,5 a 6,Si,No,MÁS DE 100 LIBROS,Entre 11 y 20 horas,1 o 2 veces por semana,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,44.0,47.0,43.0,45.0,43.0,220.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 3,3 a 4,Si,Si,0 A 10 LIBROS,0,3 a 5 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,40.0,48.0,39.0,56.0,45.0,226.0
M,VALLE,Educación profesional completa,Educación profesional completa,Estrato 1,3 a 4,Si,Si,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,3 a 5 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,67.0,49.0,61.0,64.0,56.0,305.0
F,VALLE,Educación profesional completa,Educación profesional completa,Estrato 2,3 a 4,Si,No,26 A 100 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,48.0,70.0,60.0,73.0,71.0,318.0
M,VALLE,Primaria incompleta,Primaria incompleta,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,51.0,35.0,43.0,55.0,55.0,249.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,1 a 2,No,No,0 A 10 LIBROS,Entre 11 y 20 horas,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,64.0,58.0,58.0,63.0,59.0,304.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 3,5 a 6,No,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,ACADÉMICO,RURAL,47.0,29.0,38.0,53.0,41.0,218.0
M,MAGDALENA,Educación profesional completa,No sabe,Estrato 2,1 a 2,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,TARDE,MIXTO,OFICIAL,ACADÉMICO,URBANO,31.0,35.0,40.0,42.0,37.0,187.0
F,MAGDALENA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,No,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,Nunca o rara vez comemos eso,NOCHE,MIXTO,OFICIAL,ACADÉMICO,URBANO,27.0,37.0,41.0,33.0,40.0,177.0
F,VALLE,Ninguno,Educación profesional incompleta,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,Menos de 10 horas,Nunca o rara vez comemos eso,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,20.0,38.0,40.0,37.0,29.0,160.0
M,MAGDALENA,Primaria incompleta,Secundaria (Bachillerato) completa,Estrato 1,5 a 6,Si,No,0 A 10 LIBROS,0,3 a 5 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,33.0,32.0,29.0,38.0,35.0,168.0
M,MAGDALENA,Secundaria (Bachillerato) completa,Primaria incompleta,Sin Estrato,7 a 8,No,No,0 A 10 LIBROS,Entre 11 y 20 horas,Nunca o rara vez comemos eso,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,60.0,32.0,49.0,51.0,49.0,253.0
M,MAGDALENA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,5 a 6,Si,Si,11 A 25 LIBROS,Entre 11 y 20 horas,3 a 5 veces por semana,1 o 2 veces por semana,TARDE,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,48.0,34.0,43.0,31.0,31.0,190.0
M,VALLE,Primaria completa,Primaria completa,Estrato 3,3 a 4,Si,Si,11 A 25 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,NO OFICIAL,TÉCNICO/ACADÉMICO,URBANO,63.0,54.0,49.0,56.0,54.0,277.0
F,VALLE,Secundaria (Bachillerato) completa,Educación profesional incompleta,Estrato 2,3 a 4,Si,Si,26 A 100 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,50.0,46.0,47.0,55.0,58.0,260.0
F,VALLE,Primaria incompleta,Primaria incompleta,Estrato 2,5 a 6,Si,No,0 A 10 LIBROS,Entre 21 y 30 horas,3 a 5 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,40.0,34.0,44.0,40.0,39.0,201.0
F,VALLE,Secundaria (Bachillerato) completa,Educación profesional completa,Estrato 1,5 a 6,Si,No,0 A 10 LIBROS,Menos de 10 horas,3 a 5 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,67.0,65.0,63.0,74.0,80.0,353.0
F,VALLE,Primaria incompleta,Primaria incompleta,Estrato 3,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,NO OFICIAL,TÉCNICO,URBANO,52.0,51.0,37.0,60.0,53.0,253.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,NO OFICIAL,TÉCNICO/ACADÉMICO,URBANO,47.0,50.0,35.0,50.0,47.0,226.0
F,VALLE,Técnica o tecnológica completa,Primaria incompleta,Estrato 2,5 a 6,No,No,0 A 10 LIBROS,Más de 30 horas,1 o 2 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,47.0,51.0,46.0,58.0,51.0,253.0
F,VALLE,Primaria completa,Primaria completa,Estrato 2,3 a 4,No,No,26 A 100 LIBROS,0,Nunca o rara vez comemos eso,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,56.0,68.0,64.0,70.0,65.0,320.0
F,TOLIMA,Secundaria (Bachillerato) completa,Educación profesional completa,Estrato 3,1 a 2,Si,No,0 A 10 LIBROS,0,Todos o casi todos los días,1 o 2 veces por semana,MAÑANA,FEMENINO,OFICIAL,ACADÉMICO,URBANO,38.0,36.0,39.0,36.0,33.0,182.0
F,TOLIMA,Secundaria (Bachillerato) completa,Educación profesional completa,Estrato 2,3 a 4,Si,Si,11 A 25 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,FEMENINO,OFICIAL,ACADÉMICO,URBANO,59.0,68.0,62.0,61.0,62.0,308.0
M,MAGDALENA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,47.0,34.0,44.0,47.0,37.0,215.0
F,MAGDALENA,Secundaria (Bachillerato) completa,Primaria incompleta,Estrato 1,3 a 4,Si,No,11 A 25 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,45.0,35.0,48.0,44.0,48.0,227.0
F,TOLIMA,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,3 a 4,Si,No,11 A 25 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,61.0,42.0,56.0,61.0,64.0,295.0
F,VALLE,Educación profesional completa,Técnica o tecnológica completa,Estrato 2,3 a 4,Si,Si,26 A 100 LIBROS,0,3 a 5 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,NO OFICIAL,TÉCNICO,URBANO,48.0,55.0,47.0,45.0,45.0,235.0
M,VALLE,Educación profesional completa,Educación profesional completa,Estrato 2,1 a 2,Si,No,11 A 25 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,44.0,54.0,44.0,41.0,45.0,222.0
F,TOLIMA,No sabe,No sabe,Estrato 1,3 a 4,No,No,11 A 25 LIBROS,0,3 a 5 veces por semana,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,ACADÉMICO,URBANO,61.0,55.0,47.0,59.0,53.0,275.0
M,NORTE SANTANDER,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,Si,0 A 10 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,57.0,53.0,54.0,65.0,66.0,300.0
M,MAGDALENA,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,Si,No,11 A 25 LIBROS,0,3 a 5 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,67.0,62.0,64.0,72.0,71.0,340.0
F,VALLE,Técnica o tecnológica completa,Técnica o tecnológica completa,Estrato 2,5 a 6,Si,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,38.0,41.0,32.0,43.0,45.0,198.0
F,VALLE,Postgrado,Educación profesional incompleta,Estrato 2,3 a 4,Si,No,MÁS DE 100 LIBROS,0,3 a 5 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,60.0,64.0,59.0,62.0,63.0,306.0
F,VALLE,Secundaria (Bachillerato) incompleta,Técnica o tecnológica completa,Estrato 3,3 a 4,Si,No,26 A 100 LIBROS,Entre 11 y 20 horas,3 a 5 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,57.0,60.0,55.0,57.0,43.0,268.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,34.0,45.0,35.0,55.0,41.0,208.0
F,VALLE,No sabe,Técnica o tecnológica incompleta,Estrato 1,3 a 4,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,41.0,57.0,47.0,60.0,45.0,245.0
F,MAGDALENA,Secundaria (Bachillerato) completa,Técnica o tecnológica incompleta,Estrato 2,5 a 6,No,No,11 A 25 LIBROS,0,Nunca o rara vez comemos eso,1 o 2 veces por semana,TARDE,MIXTO,OFICIAL,ACADÉMICO,URBANO,43.0,40.0,38.0,58.0,55.0,239.0
F,MAGDALENA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,7 a 8,No,No,11 A 25 LIBROS,0,3 a 5 veces por semana,1 o 2 veces por semana,NOCHE,MIXTO,OFICIAL,ACADÉMICO,URBANO,39.0,41.0,40.0,40.0,42.0,202.0
F,TOLIMA,Primaria completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,11 A 25 LIBROS,0,Todos o casi todos los días,3 a 5 veces por semana,TARDE,MIXTO,OFICIAL,ACADÉMICO,URBANO,61.0,66.0,61.0,65.0,55.0,305.0
F,TOLIMA,Secundaria (Bachillerato) completa,Primaria incompleta,Estrato 2,3 a 4,Si,Si,26 A 100 LIBROS,0,3 a 5 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,61.0,52.0,59.0,50.0,47.0,270.0
F,TOLIMA,Primaria incompleta,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,Si,No,11 A 25 LIBROS,0,3 a 5 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,54.0,47.0,54.0,65.0,58.0,285.0
F,TOLIMA,Primaria completa,Primaria completa,Estrato 3,3 a 4,No,No,0 A 10 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,40.0,34.0,40.0,47.0,31.0,195.0
M,MAGDALENA,Secundaria (Bachillerato) completa,Técnica o tecnológica incompleta,Estrato 2,3 a 4,Si,No,11 A 25 LIBROS,Entre 11 y 20 horas,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,43.0,44.0,32.0,44.0,33.0,192.0
M,TOLIMA,Primaria completa,Secundaria (Bachillerato) completa,Estrato 1,1 a 2,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO,RURAL,38.0,34.0,37.0,35.0,29.0,173.0
M,VALLE,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,5 a 6,No,No,11 A 25 LIBROS,Menos de 10 horas,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,55.0,37.0,42.0,52.0,35.0,227.0
M,VALLE,Técnica o tecnológica completa,Técnica o tecnológica completa,Estrato 2,3 a 4,Si,Si,0 A 10 LIBROS,Menos de 10 horas,Nunca o rara vez comemos eso,1 o 2 veces por semana,MAÑANA,MIXTO,NO OFICIAL,TÉCNICO,URBANO,57.0,56.0,51.0,58.0,62.0,285.0
M,VALLE,Secundaria (Bachillerato) completa,Educación profesional completa,Estrato 1,3 a 4,Si,No,26 A 100 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,62.0,50.0,59.0,59.0,56.0,292.0
F,VALLE,Secundaria (Bachillerato) completa,Educación profesional completa,Estrato 2,3 a 4,Si,No,26 A 100 LIBROS,0,Nunca o rara vez comemos eso,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,36.0,44.0,32.0,33.0,29.0,167.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO,URBANO,34.0,44.0,43.0,39.0,28.0,183.0
F,MAGDALENA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,7 a 8,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,57.0,51.0,61.0,59.0,55.0,287.0
M,MAGDALENA,Secundaria (Bachillerato) incompleta,Primaria incompleta,Estrato 1,7 a 8,No,No,0 A 10 LIBROS,Entre 11 y 20 horas,Todos o casi todos los días,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,53.0,44.0,47.0,49.0,47.0,243.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,5 a 6,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,32.0,39.0,45.0,33.0,29.0,175.0
F,TOLIMA,Educación profesional completa,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,40.0,39.0,34.0,46.0,36.0,195.0
M,VALLE,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,Entre 11 y 20 horas,3 a 5 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,53.0,50.0,32.0,47.0,36.0,213.0
M,MAGDALENA,Educación profesional incompleta,Postgrado,Estrato 3,3 a 4,Si,Si,11 A 25 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,61.0,66.0,55.0,61.0,59.0,298.0
F,MAGDALENA,No Aplica,Primaria incompleta,Estrato 5,5 a 6,Si,Si,26 A 100 LIBROS,0,Nunca o rara vez comemos eso,Todos o casi todos los días,MAÑANA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,43.0,54.0,49.0,64.0,51.0,260.0
M,MAGDALENA,Educación profesional completa,Técnica o tecnológica completa,Estrato 1,3 a 4,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,TARDE,MIXTO,OFICIAL,ACADÉMICO,URBANO,61.0,54.0,56.0,45.0,48.0,263.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Nunca o rara vez comemos eso,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,37.0,41.0,30.0,39.0,22.0,163.0
F,VALLE,No sabe,Primaria incompleta,Estrato 1,3 a 4,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Nunca o rara vez comemos eso,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,35.0,43.0,36.0,43.0,49.0,205.0
M,CHOCO,Educación profesional completa,Educación profesional completa,Estrato 5,7 a 8,Si,Si,26 A 100 LIBROS,Entre 21 y 30 horas,3 a 5 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,37.0,48.0,31.0,43.0,29.0,180.0
F,NORTE SANTANDER,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,No,No,11 A 25 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,64.0,54.0,58.0,58.0,55.0,292.0
F,TOLIMA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,Menos de 10 horas,3 a 5 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,40.0,42.0,46.0,41.0,42.0,211.0
M,MAGDALENA,Primaria completa,Primaria incompleta,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,0,3 a 5 veces por semana,Todos o casi todos los días,TARDE,MIXTO,OFICIAL,ACADÉMICO,URBANO,51.0,35.0,39.0,46.0,38.0,214.0
F,MAGDALENA,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,Estrato 3,5 a 6,Si,No,11 A 25 LIBROS,0,3 a 5 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,51.0,53.0,50.0,63.0,59.0,278.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,No,No,0 A 10 LIBROS,0,3 a 5 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,44.0,52.0,52.0,59.0,57.0,265.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,5 a 6,Si,No,26 A 100 LIBROS,Menos de 10 horas,3 a 5 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,60.0,61.0,65.0,67.0,67.0,322.0
F,VALLE,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,Estrato 6,3 a 4,Si,No,11 A 25 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,NO OFICIAL,TÉCNICO/ACADÉMICO,URBANO,23.0,33.0,35.0,40.0,33.0,164.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO,URBANO,52.0,43.0,36.0,51.0,33.0,215.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Estrato 2,7 a 8,Si,No,0 A 10 LIBROS,0,3 a 5 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO,URBANO,54.0,42.0,49.0,47.0,47.0,243.0
M,VALLE,Técnica o tecnológica completa,Técnica o tecnológica completa,Estrato 5,3 a 4,Si,Si,11 A 25 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,67.0,69.0,59.0,61.0,63.0,315.0
F,TOLIMA,Primaria incompleta,Primaria incompleta,Estrato 1,3 a 4,Si,No,11 A 25 LIBROS,Menos de 10 horas,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,45.0,33.0,35.0,35.0,35.0,186.0
M,TOLIMA,Primaria completa,Primaria incompleta,Estrato 1,3 a 4,No,No,MÁS DE 100 LIBROS,Menos de 10 horas,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,75.0,60.0,67.0,65.0,64.0,336.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 3,3 a 4,Si,No,MÁS DE 100 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,COMPLETA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,46.0,44.0,44.0,54.0,41.0,230.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,Entre 11 y 20 horas,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,NO OFICIAL,NO APLICA,URBANO,47.0,39.0,36.0,47.0,43.0,215.0
M,VALLE,Educación profesional incompleta,Técnica o tecnológica completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,NO OFICIAL,TÉCNICO,URBANO,50.0,41.0,45.0,57.0,44.0,242.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,Si,No,11 A 25 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO,URBANO,58.0,58.0,57.0,65.0,49.0,287.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO,URBANO,42.0,34.0,40.0,43.0,42.0,206.0
F,VALLE,Primaria completa,Primaria completa,Sin Estrato,3 a 4,No,No,0 A 10 LIBROS,0,Nunca o rara vez comemos eso,3 a 5 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO,URBANO,37.0,32.0,38.0,41.0,36.0,188.0
F,TOLIMA,No sabe,Técnica o tecnológica completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,Menos de 10 horas,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,66.0,66.0,62.0,67.0,65.0,325.0
F,VALLE,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,3 a 4,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Nunca o rara vez comemos eso,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,56.0,50.0,45.0,59.0,54.0,266.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Estrato 3,1 a 2,Si,Si,26 A 100 LIBROS,0,3 a 5 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,NO OFICIAL,TÉCNICO/ACADÉMICO,URBANO,46.0,61.0,59.0,58.0,64.0,285.0
M,VALLE,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,Estrato 3,3 a 4,Si,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,3 a 5 veces por semana,TARDE,MIXTO,NO OFICIAL,TÉCNICO/ACADÉMICO,URBANO,61.0,57.0,48.0,59.0,44.0,267.0
F,VALLE,Educación profesional incompleta,Técnica o tecnológica incompleta,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,Nunca o rara vez comemos eso,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,66.0,76.0,64.0,73.0,65.0,338.0
F,VALLE,Secundaria (Bachillerato) incompleta,Técnica o tecnológica completa,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,0,3 a 5 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,50.0,51.0,45.0,57.0,44.0,246.0
F,VALLE,Secundaria (Bachillerato) incompleta,Educación profesional incompleta,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,68.0,81.0,66.0,74.0,77.0,360.0
M,VALLE,Técnica o tecnológica incompleta,Técnica o tecnológica incompleta,Estrato 3,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,51.0,40.0,33.0,49.0,37.0,212.0
